id,sentiment
"12311_10",0.9996605727981935
"8348_2",4.6653911842444315e-07
"5828_4",0.2820941942533012
"7186_2",0.9994365610429938
"12128_7",0.9999953307535548
"2913_8",0.9990088519929522
"4396_1",6.553276417678331e-07
"395_2",0.9996869645114842
"10616_1",1.1930016901502849e-05
"9074_9",0.0035394124460870796
"9252_3",2.3915027593596973e-12
"9896_9",4.6336394307298734e-07
"574_4",0.9910229977274919
"11182_8",0.7964145399109727
"11656_4",0.9068764923255721
"2322_4",0.9881257390544451
"8703_1",0.029376207055075657
"7483_1",0.007442809198444272
"6007_10",0.9999980264702876
"12424_4",5.4181583853570695e-11
"4672_1",4.87757334544316e-16
"10841_3",0.008577839327933424
"8954_7",0.7868166090005454
"7392_1",6.000965713838332e-07
"10288_8",0.9998938810061534
"5343_4",1.1890207188183956e-08
"4950_1",1.3343854488102365e-11
"9257_4",0.35587172658209704
"8689_3",0.0015356919542458185
"4480_2",0.009344062526233548
"9286_10",0.9996962135713572
"12245_10",0.9999997578433883
"7529_7",0.9997859700377263
"4_4",8.165693035685011e-06
"5299_2",6.682170182797622e-07
"12077_8",0.999992787153273
"10701_2",2.577776275478665e-06
"11579_1",0.00048365527186449336
"10993_1",0.00015966538093029178
"8913_1",7.104939719996024e-07
"1350_3",6.46696725960889e-05
"3804_2",0.00019319132080182575
"5025_3",0.812517074528431
"5170_8",0.9823535482421292
"8225_8",0.9999999448222093
"6427_7",0.9999992976391076
"3165_3",0.1701486765282625
"7902_9",0.9999999997906857
"8208_3",7.46038127183448e-07
"3577_8",0.9999990335018416
"4865_1",4.124436872583392e-10
"9063_3",2.59211914937321e-05
"1106_1",0.9936513924696412
"1117_9",0.9999999974067573
"1050_4",0.9160496307114034
"10755_9",0.9999998133641423
"2729_8",0.9999999962617971
"10072_10",0.9999999981279557
"2904_7",0.9999998324704463
"4584_2",0.9982567639242829
"189_4",0.37117416110134704
"6302_4",1.1246632592654435e-07
"8138_9",0.9992938836734929
"1262_1",0.000921258421455436
"2199_10",1.0
"6551_7",0.9897637981316604
"8082_7",0.05765080800171557
"4897_8",0.9999999999998908
"7360_1",1.4845795956196637e-17
"11012_10",0.9999691314752018
"12046_1",0.037940781243980454
"2331_2",0.9739251328959775
"8961_9",0.9999992473395859
"751_7",0.040721223802703876
"9884_10",0.9069936859378472
"10016_8",0.9989706310454869
"8023_10",0.9999924905699322
"2628_1",5.846792675667028e-05
"5832_1",1.480640675689381e-13
"7302_1",0.001623228604988963
"4501_3",0.00019824281857405013
"1121_7",0.9999999999854123
"8334_3",0.5659404473285607
"9789_10",0.9731068958886141
"4230_10",0.972052729495403
"824_4",7.972254611332488e-05
"6803_9",0.00021568872183363663
"3086_7",0.9931413569042908
"1135_8",0.9999999286888424
"10136_1",1.873418041475683e-11
"11129_3",0.00045210325304132116
"2072_8",0.7145054257582852
"9501_7",0.9999999952145315
"319_10",0.9999999887871321
"1693_7",0.9999595441481494
"10886_1",1.844134586793625e-14
"9406_8",0.860271627743423
"10376_10",0.9999340791486621
"9902_1",2.5775201502565874e-05
"9938_8",4.0136598199843885e-10
"7080_9",0.9809266523430618
"11944_8",0.7285088831319471
"5249_1",2.361892938443061e-11
"9599_2",8.359600869728797e-06
"9620_1",0.0003723479521920472
"11244_1",1.6224796024575513e-12
"6841_10",0.9997509365128895
"10050_4",2.634351263870805e-05
"10512_9",0.9989867212397753
"11327_3",1.2602217345000218e-10
"10681_8",0.9999999992204773
"808_3",2.581459296188292e-05
"546_7",0.9994465585856722
"10765_1",4.689482548969496e-16
"7189_9",0.9950470240758584
"6005_9",0.9999999999736406
"11915_9",0.9997785154037561
"5740_10",0.9993364392425995
"7097_10",0.9966300355424369
"9573_10",0.5008682376286778
"5084_4",0.5539242105219029
"12332_7",0.13093339066598267
"8154_1",1.8015340522030996e-05
"5610_1",0.00015854583461517125
"5323_9",0.9897872919684524
"11034_8",0.9999999468526327
"3977_2",8.832171046099849e-05
"12380_7",4.921730491699645e-07
"1737_8",0.9999972682805712
"6030_9",0.9953283097493338
"5918_7",0.9999158827422655
"7061_9",0.9599362722888086
"266_8",0.9999854091141596
"1375_10",0.9998351913093355
"8648_3",2.0148960986067286e-16
"10146_10",0.9999981573347693
"4578_10",0.9999999479828998
"4685_8",0.9999990629325656
"11843_9",0.992135436556589
"5467_10",0.9999911620921085
"10140_10",0.9998997883216117
"7721_8",0.9897051770234672
"11208_10",0.004615691352968006
"1063_10",0.9999998597712577
"8260_10",0.7995446840988684
"3182_9",0.9999961738684405
"2797_8",0.4604116016428418
"7613_2",0.5813255371651449
"11624_4",1.8042822617765767e-05
"4847_10",0.5983955642083573
